"Region","Farm","site_ID","treatment","Plot","day","ent","pod","sym","neel","orb_a","orb_j","meso_a","meso_j","prostig","astig","ot_mites","c_lav","dip_lar","hymen","pot","prot","symph","arach","chil","coleop","gast","wood","hemip","cater","dip","thy","earth","Total.Soil","Total.All","BC_meanC_all","BC_meanC_soil","community_all","community_soil"
"Dublin",5,"Dublin5","Drought","D2",32,95,20,1,0,0,3,7,4,17,9,7,0,4,1,30,0,0,0,0,0,1,0,8,0,0,0,1,163,208,0.500782472613459,0.466804979253112,"Dublin5.D2.32","Dublin5.D2.32"
"Dublin",5,"Dublin5","Drought","D3",32,5,16,3,0,0,0,6,0,2,10,2,0,0,0,4,0,0,0,0,1,0,0,15,0,0,1,0,44,65,0.393767705382436,0.430327868852459,"Dublin5.D3.32","Dublin5.D3.32"
"Dublin",5,"Dublin5","Drought","D4",32,43,23,0,0,0,1,2,16,2,2,7,0,0,2,3,0,0,0,0,1,0,0,11,0,0,6,2,96,121,0.337634408602151,0.318965517241379,"Dublin5.D4.32","Dublin5.D4.32"
"Dublin",5,"Dublin5","Control","C1",64,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0.28125,0.263157894736842,"Dublin5.C1.64","Dublin5.C1.64"
"Dublin",5,"Dublin5","Control","C2",64,0,4,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.333333333333333,0.304347826086957,"Dublin5.C2.64","Dublin5.C2.64"
"Dublin",5,"Dublin5","Control","C3",64,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.5,0.466666666666667,"Dublin5.C3.64","Dublin5.C3.64"
"Dublin",5,"Dublin5","Control","C4",64,4,3,0,0,0,1,1,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0.3,0.290322580645161,"Dublin5.C4.64","Dublin5.C4.64"
"Dublin",5,"Dublin5","Drought","D1",64,0,4,0,0,0,0,1,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,8,12,0.380952380952381,0.292307692307692,"Dublin5.D1.64","Dublin5.D1.64"
"Dublin",5,"Dublin5","Drought","D2",64,3,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,8,0.558823529411765,0.508771929824561,"Dublin5.D2.64","Dublin5.D2.64"
"Dublin",5,"Dublin5","Drought","D3",64,2,5,0,0,0,2,1,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,12,16,0.44,0.333333333333333,"Dublin5.D3.64","Dublin5.D3.64"
"Dublin",5,"Dublin5","Drought","D4",64,7,9,0,0,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,25,38,0.659574468085106,0.518796992481203,"Dublin5.D4.64","Dublin5.D4.64"
"Limerick",1,"Limerick1","Control","C1",0,84,6,25,0,1,4,1,31,2,1,5,1,0,2,0,0,0,0,0,0,0,0,7,0,0,0,6,160,176,0.227181878747502,0.213418986438258,"Limerick1.C1.0","Limerick1.C1.0"
"Limerick",1,"Limerick1","Control","C2",0,78,68,58,0,6,10,14,49,3,10,11,2,0,2,1,0,0,0,0,1,0,0,1,0,0,0,3,307,317,0.235835351089588,0.234791352438411,"Limerick1.C2.0","Limerick1.C2.0"
"Limerick",1,"Limerick1","Control","C3",0,1,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.913565426170468,0.909661229611041,"Limerick1.C3.0","Limerick1.C3.0"
"Limerick",1,"Limerick1","Control","C4",0,84,64,24,0,3,17,25,43,6,2,17,1,0,1,5,0,0,0,0,0,0,0,2,0,0,0,1,285,295,0.220030349013657,0.216201998947922,"Limerick1.C4.0","Limerick1.C4.0"
"Limerick",1,"Limerick1","Drought","D1",0,27,46,11,0,2,5,7,24,39,4,4,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,169,175,0.338677354709419,0.329157967988866,"Limerick1.D1.0","Limerick1.D1.0"
"Limerick",1,"Limerick1","Drought","D2",0,26,9,1,0,0,3,4,37,3,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93,94,0.411764705882353,0.398058252427184,"Limerick1.D2.0","Limerick1.D2.0"
"Limerick",1,"Limerick1","Drought","D3",0,17,45,22,0,1,1,1,12,42,74,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,236,0.523262492820218,0.515615792575133,"Limerick1.D3.0","Limerick1.D3.0"
"Limerick",1,"Limerick1","Drought","D4",0,21,30,37,0,0,0,11,33,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146,149,0.272074659009332,0.257992565055762,"Limerick1.D4.0","Limerick1.D4.0"
"Limerick",1,"Limerick1","Control","C1",32,36,10,20,0,0,14,13,22,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,120,124,0.24936170212766,0.222121486854034,"Limerick1.C1.32","Limerick1.C1.32"
"Limerick",1,"Limerick1","Control","C2",32,33,35,52,0,2,15,1,31,2,3,10,0,2,2,0,0,0,0,0,0,0,0,14,0,0,0,0,184,202,0.171486213853396,0.142016188373804,"Limerick1.C2.32","Limerick1.C2.32"
"Limerick",1,"Limerick1","Control","C3",32,41,3,37,0,0,5,7,22,12,2,2,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,131,140,0.239709443099274,0.229293809938971,"Limerick1.C3.32","Limerick1.C3.32"
"Limerick",1,"Limerick1","Control","C4",32,24,88,16,0,0,5,7,14,3,1,30,0,18,1,3,0,0,0,0,0,0,0,1,0,1,0,1,188,213,0.353363814500327,0.332363636363636,"Limerick1.C4.32","Limerick1.C4.32"
"Limerick",1,"Limerick1","Drought","D1",32,12,37,13,0,0,6,4,28,12,1,4,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,1,117,124,0.29531914893617,0.259395050412466,"Limerick1.D1.32","Limerick1.D1.32"
"Limerick",1,"Limerick1","Drought","D2",32,19,44,3,0,1,0,2,20,0,3,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,93,99,0.369302325581395,0.344723618090452,"Limerick1.D2.32","Limerick1.D2.32"
"Limerick",1,"Limerick1","Drought","D3",32,40,21,9,0,2,1,4,7,3,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,93,100,0.356811862835959,0.316582914572864,"Limerick1.D3.32","Limerick1.D3.32"
"Limerick",1,"Limerick1","Drought","D4",32,120,590,9,0,0,2,4,25,6,4,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,769,771,0.741163964921605,0.739389024060557,"Limerick1.D4.32","Limerick1.D4.32"
"Limerick",1,"Limerick1","Control","C1",64,14,7,2,0,0,3,4,9,0,1,0,1,0,2,6,0,0,0,0,0,0,0,2,0,0,0,1,40,52,0.361290322580645,0.355648535564854,"Limerick1.C1.64","Limerick1.C1.64"
"Limerick",1,"Limerick1","Control","C2",64,3,1,2,0,0,2,1,4,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0.310344827586207,0.259259259259259,"Limerick1.C2.64","Limerick1.C2.64"
"Limerick",1,"Limerick1","Control","C3",64,3,6,2,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0.352941176470588,0.244755244755245,"Limerick1.C3.64","Limerick1.C3.64"
"Limerick",1,"Limerick1","Control","C4",64,2,5,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0.506172839506173,0.443478260869565,"Limerick1.C4.64","Limerick1.C4.64"
"Limerick",1,"Limerick1","Drought","D1",64,0,3,0,0,0,3,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,9,14,0.531645569620253,0.582608695652174,"Limerick1.D1.64","Limerick1.D1.64"
"Limerick",1,"Limerick1","Drought","D2",64,1,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.597014925373134,0.513513513513513,"Limerick1.D2.64","Limerick1.D2.64"
"Limerick",1,"Limerick1","Drought","D3",64,4,4,4,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,18,0.35632183908046,0.251700680272109,"Limerick1.D3.64","Limerick1.D3.64"
"Limerick",1,"Limerick1","Drought","D4",64,3,1,1,0,1,3,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,17,0.470588235294118,0.424460431654676,"Limerick1.D4.64","Limerick1.D4.64"
"Limerick",2,"Limerick2","Control","C1",0,79,10,32,0,1,6,2,4,16,1,17,1,0,2,7,0,0,0,0,0,0,0,4,0,0,0,1,168,183,0.246753246753247,0.239206534422404,"Limerick2.C1.0","Limerick2.C1.0"
"Limerick",2,"Limerick2","Control","C2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick2.C2.0","Limerick2.C2.0"
"Limerick",2,"Limerick2","Control","C3",0,65,16,1,0,0,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,88,90,0.317829457364341,0.306320907617504,"Limerick2.C3.0","Limerick2.C3.0"
"Limerick",2,"Limerick2","Control","C4",0,20,4,3,0,0,5,4,34,9,0,18,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,97,102,0.365638766519824,0.375776397515528,"Limerick2.C4.0","Limerick2.C4.0"
"Limerick",2,"Limerick2","Drought","D1",0,21,15,72,0,5,5,6,6,10,0,17,3,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,157,166,0.438717067583047,0.444174757281553,"Limerick2.D1.0","Limerick2.D1.0"
"Limerick",2,"Limerick2","Drought","D2",0,62,14,11,0,7,6,40,32,6,2,21,0,0,2,8,0,0,0,0,0,0,0,6,0,0,0,1,201,218,0.294460641399417,0.284518828451883,"Limerick2.D2.0","Limerick2.D2.0"
"Limerick",2,"Limerick2","Drought","D3",0,11,10,6,0,3,12,9,28,7,0,29,0,0,2,11,0,0,0,0,1,0,0,2,0,0,0,1,115,132,0.434500648508431,0.435530085959886,"Limerick2.D3.0","Limerick2.D3.0"
"Limerick",2,"Limerick2","Drought","D4",0,7,6,14,0,1,1,2,13,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,66,0.403141361256544,0.375912408759124,"Limerick2.D4.0","Limerick2.D4.0"
"Limerick",2,"Limerick2","Control","C1",32,36,3,5,0,0,0,0,1,0,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,58,0.348547717842324,0.341772151898734,"Limerick2.C1.32","Limerick2.C1.32"
"Limerick",2,"Limerick2","Control","C2",32,112,5,0,0,3,6,3,11,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,149,0.242384105960265,0.237333333333333,"Limerick2.C2.32","Limerick2.C2.32"
"Limerick",2,"Limerick2","Control","C3",32,56,4,3,0,1,3,5,13,1,0,11,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,97,101,0.129296235679214,0.117845117845118,"Limerick2.C3.32","Limerick2.C3.32"
"Limerick",2,"Limerick2","Control","C4",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick2.C4.32","Limerick2.C4.32"
"Limerick",2,"Limerick2","Drought","D1",32,17,4,1,0,2,1,3,6,1,0,11,1,1,0,5,0,0,0,0,0,0,0,5,0,0,1,1,46,60,0.463114754098361,0.419501133786848,"Limerick2.D1.32","Limerick2.D1.32"
"Limerick",2,"Limerick2","Drought","D2",32,54,10,4,0,0,3,2,6,1,6,16,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,102,109,0.21259842519685,0.185550082101806,"Limerick2.D2.32","Limerick2.D2.32"
"Limerick",2,"Limerick2","Drought","D3",32,27,31,5,0,2,1,4,7,2,0,7,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,6,86,102,0.469055374592834,0.42602495543672,"Limerick2.D3.32","Limerick2.D3.32"
"Limerick",2,"Limerick2","Drought","D4",32,10,15,3,0,4,3,5,16,2,8,4,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,70,74,0.562264150943396,0.551656920077973,"Limerick2.D4.32","Limerick2.D4.32"
"Limerick",2,"Limerick2","Control","C1",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick2.C1.64","Limerick2.C1.64"
"Limerick",2,"Limerick2","Control","C2",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick2.C2.64","Limerick2.C2.64"
"Limerick",2,"Limerick2","Control","C3",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick2.C3.64","Limerick2.C3.64"
"Limerick",2,"Limerick2","Control","C4",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick2.C4.64","Limerick2.C4.64"
"Limerick",2,"Limerick2","Drought","D1",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick2.D1.64","Limerick2.D1.64"
"Limerick",2,"Limerick2","Drought","D2",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick2.D2.64","Limerick2.D2.64"
"Limerick",2,"Limerick2","Drought","D3",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick2.D3.64","Limerick2.D3.64"
"Limerick",2,"Limerick2","Drought","D4",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick2.D4.64","Limerick2.D4.64"
"Limerick",3,"Limerick3","Control","C1",0,15,4,4,0,0,1,1,5,1,0,22,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,53,57,0.450306748466258,0.446194225721785,"Limerick3.C1.0","Limerick3.C1.0"
"Limerick",3,"Limerick3","Control","C2",0,32,41,24,0,1,12,7,18,12,0,16,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,163,173,0.246286161063331,0.24126455906822,"Limerick3.C2.0","Limerick3.C2.0"
"Limerick",3,"Limerick3","Control","C3",0,106,17,7,0,0,23,11,10,3,0,20,1,1,0,7,0,0,0,0,0,0,0,1,0,0,2,0,197,209,0.257905832747716,0.254110612855007,"Limerick3.C3.0","Limerick3.C3.0"
"Limerick",3,"Limerick3","Control","C4",0,46,19,9,0,1,10,7,8,8,0,29,0,1,2,4,0,0,0,0,0,0,0,0,0,0,4,0,137,148,0.09245122985581,0.0765027322404372,"Limerick3.C4.0","Limerick3.C4.0"
"Limerick",3,"Limerick3","Drought","D1",0,21,16,46,0,2,11,10,20,85,4,97,1,0,1,2,0,0,1,0,1,0,0,0,0,0,3,0,312,321,0.536076964190273,0.53726362625139,"Limerick3.D1.0","Limerick3.D1.0"
"Limerick",3,"Limerick3","Drought","D2",0,15,31,44,0,3,1,10,2,51,58,9,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,224,229,0.615435795076514,0.605809128630705,"Limerick3.D2.0","Limerick3.D2.0"
"Limerick",3,"Limerick3","Drought","D3",0,8,2,11,0,0,1,2,4,2,0,2,0,0,0,3,0,0,0,0,0,0,0,5,0,0,1,0,32,41,0.613848202396804,0.622418879056047,"Limerick3.D3.0","Limerick3.D3.0"
"Limerick",3,"Limerick3","Drought","D4",0,52,8,23,0,0,0,13,18,38,14,134,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,300,309,0.487657707076248,0.482285714285714,"Limerick3.D4.0","Limerick3.D4.0"
"Limerick",3,"Limerick3","Control","C1",32,28,3,13,0,0,0,0,2,6,3,2,0,2,0,1,0,0,0,0,0,0,0,59,0,0,2,0,57,121,0.419939577039275,0.427642276422764,"Limerick3.C1.32","Limerick3.C1.32"
"Limerick",3,"Limerick3","Control","C2",32,20,12,19,0,4,5,3,16,12,1,51,0,2,0,2,0,0,0,0,0,0,0,31,2,0,2,0,143,182,0.191592562651576,0.199165797705944,"Limerick3.C2.32","Limerick3.C2.32"
"Limerick",3,"Limerick3","Control","C3",32,10,14,18,0,0,5,6,9,4,2,23,0,1,0,2,0,0,0,0,0,0,0,5,0,0,6,0,91,105,0.246501614639397,0.18508655126498,"Limerick3.C3.32","Limerick3.C3.32"
"Limerick",3,"Limerick3","Control","C4",32,8,8,6,0,0,0,4,14,8,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,96,101,0.312157721796276,0.232166018158236,"Limerick3.C4.32","Limerick3.C4.32"
"Limerick",3,"Limerick3","Drought","D1",32,19,37,6,0,1,2,3,13,2,4,17,2,59,0,1,0,0,0,0,0,0,0,12,0,0,0,0,104,178,0.457821457821458,0.317559153175592,"Limerick3.D1.32","Limerick3.D1.32"
"Limerick",3,"Limerick3","Drought","D2",32,23,19,6,0,0,1,0,8,17,2,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,79,83,0.460166468489893,0.399715504978663,"Limerick3.D2.32","Limerick3.D2.32"
"Limerick",3,"Limerick3","Drought","D3",32,26,9,18,0,1,5,5,21,4,0,7,0,4,0,4,0,0,0,0,0,0,0,16,0,0,1,1,96,122,0.299899699097292,0.299610894941634,"Limerick3.D3.32","Limerick3.D3.32"
"Limerick",3,"Limerick3","Drought","D4",32,24,10,7,0,0,0,3,25,11,1,56,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,137,139,0.350234741784038,0.268449197860963,"Limerick3.D4.32","Limerick3.D4.32"
"Limerick",3,"Limerick3","Control","C1",64,6,3,2,0,0,4,2,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30,32,0.298245614035088,0.278048780487805,"Limerick3.C1.64","Limerick3.C1.64"
"Limerick",3,"Limerick3","Control","C2",64,2,1,1,0,0,2,0,2,1,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,14,17,0.261904761904762,0.26241134751773,"Limerick3.C2.64","Limerick3.C2.64"
"Limerick",3,"Limerick3","Control","C3",64,5,6,0,0,0,0,0,3,0,1,5,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,20,26,0.264705882352941,0.224242424242424,"Limerick3.C3.64","Limerick3.C3.64"
"Limerick",3,"Limerick3","Control","C4",64,4,2,0,0,0,2,0,1,0,0,12,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,21,25,0.27,0.266272189349112,"Limerick3.C4.64","Limerick3.C4.64"
"Limerick",3,"Limerick3","Drought","D1",64,6,6,2,0,0,2,1,5,0,3,11,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,2,36,45,0.328571428571429,0.266375545851528,"Limerick3.D1.64","Limerick3.D1.64"
"Limerick",3,"Limerick3","Drought","D2",64,2,11,3,0,0,0,1,2,0,2,6,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,27,36,0.401639344262295,0.357512953367876,"Limerick3.D2.64","Limerick3.D2.64"
"Limerick",3,"Limerick3","Drought","D3",64,4,1,0,0,0,2,2,2,0,0,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0.311111111111111,0.221476510067114,"Limerick3.D3.64","Limerick3.D3.64"
"Limerick",3,"Limerick3","Drought","D4",64,1,2,2,0,0,2,1,2,0,0,61,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,71,74,0.666666666666667,0.680216802168022,"Limerick3.D4.64","Limerick3.D4.64"
"Limerick",4,"Limerick4","Control","C1",0,28,10,5,7,7,10,0,1,13,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,85,90,0.33952528379773,0.336244541484716,"Limerick4.C1.0","Limerick4.C1.0"
"Limerick",4,"Limerick4","Control","C2",0,30,4,13,0,13,14,6,31,4,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122,123,0.257039055404178,0.238721804511278,"Limerick4.C2.0","Limerick4.C2.0"
"Limerick",4,"Limerick4","Control","C3",0,44,10,19,0,11,12,8,15,13,0,21,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,153,171,0.181747873163186,0.156565656565657,"Limerick4.C3.0","Limerick4.C3.0"
"Limerick",4,"Limerick4","Control","C4",0,105,8,3,0,27,29,7,9,15,6,7,1,0,1,5,0,0,0,0,0,0,0,1,0,0,0,1,216,225,0.298873426110007,0.291666666666667,"Limerick4.C4.0","Limerick4.C4.0"
"Limerick",4,"Limerick4","Drought","D1",0,19,11,115,0,37,28,22,25,78,1,42,15,0,0,2,0,0,0,0,2,0,0,3,0,0,2,0,378,402,0.596752368064953,0.582375478927203,"Limerick4.D1.0","Limerick4.D1.0"
"Limerick",4,"Limerick4","Drought","D2",0,10,13,28,0,18,5,6,12,10,0,14,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,116,119,0.36036866359447,0.35,"Limerick4.D2.0","Limerick4.D2.0"
"Limerick",4,"Limerick4","Drought","D3",0,13,0,16,0,40,9,8,17,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,124,126,0.432165318957772,0.41044776119403,"Limerick4.D3.0","Limerick4.D3.0"
"Limerick",4,"Limerick4","Drought","D4",0,10,24,12,0,33,7,4,5,18,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,125,129,0.409777777777778,0.408921933085502,"Limerick4.D4.0","Limerick4.D4.0"
"Limerick",4,"Limerick4","Control","C1",32,26,30,8,0,22,2,6,21,8,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,127,133,0.199199199199199,0.187434554973822,"Limerick4.C1.32","Limerick4.C1.32"
"Limerick",4,"Limerick4","Control","C2",32,18,11,5,0,9,0,5,19,8,5,6,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,86,92,0.24311377245509,0.238938053097345,"Limerick4.C2.32","Limerick4.C2.32"
"Limerick",4,"Limerick4","Control","C3",32,5,10,11,0,1,0,2,3,3,1,10,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,46,50,0.481259370314843,0.483359746434231,"Limerick4.C3.32","Limerick4.C3.32"
"Limerick",4,"Limerick4","Control","C4",32,73,18,7,0,39,15,3,1,10,7,15,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,188,192,0.332793522267206,0.332777314428691,"Limerick4.C4.32","Limerick4.C4.32"
"Limerick",4,"Limerick4","Drought","D1",32,38,25,25,0,61,14,4,26,8,1,6,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,208,215,0.345892991710625,0.332290852228303,"Limerick4.D1.32","Limerick4.D1.32"
"Limerick",4,"Limerick4","Drought","D2",32,27,24,18,0,31,3,10,20,12,6,11,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,162,167,0.221145374449339,0.218264840182648,"Limerick4.D2.32","Limerick4.D2.32"
"Limerick",4,"Limerick4","Drought","D3",32,17,17,5,0,40,4,2,19,6,4,11,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,125,128,0.237997957099081,0.224920802534319,"Limerick4.D3.32","Limerick4.D3.32"
"Limerick",4,"Limerick4","Drought","D4",32,13,26,10,0,9,2,0,6,11,5,13,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,95,100,0.291810841983852,0.28174123337364,"Limerick4.D4.32","Limerick4.D4.32"
"Limerick",4,"Limerick4","Control","C1",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick4.C1.64","Limerick4.C1.64"
"Limerick",4,"Limerick4","Control","C2",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick4.C2.64","Limerick4.C2.64"
"Limerick",4,"Limerick4","Control","C3",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick4.C3.64","Limerick4.C3.64"
"Limerick",4,"Limerick4","Control","C4",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick4.C4.64","Limerick4.C4.64"
"Limerick",4,"Limerick4","Drought","D1",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick4.D1.64","Limerick4.D1.64"
"Limerick",4,"Limerick4","Drought","D2",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick4.D2.64","Limerick4.D2.64"
"Limerick",4,"Limerick4","Drought","D3",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick4.D3.64","Limerick4.D3.64"
"Limerick",4,"Limerick4","Drought","D4",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limerick4.D4.64","Limerick4.D4.64"
"Limerick",5,"Limerick5","Control","C1",0,57,11,4,0,0,0,3,17,2,1,2,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,97,104,0.359537572254335,0.342398022249691,"Limerick5.C1.0","Limerick5.C1.0"
"Limerick",5,"Limerick5","Control","C2",0,0,0,0,0,0,0,6,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.723608445297505,0.707910750507099,"Limerick5.C2.0","Limerick5.C2.0"
"Limerick",5,"Limerick5","Control","C3",0,21,11,25,1,0,0,33,31,10,7,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,139,146,0.225556631171346,0.226202661207779,"Limerick5.C3.0","Limerick5.C3.0"
"Limerick",5,"Limerick5","Control","C4",0,47,9,29,0,0,0,8,50,24,0,0,1,0,0,9,0,0,1,1,1,0,0,0,0,0,0,1,167,181,0.29923273657289,0.283746556473829,"Limerick5.C4.0","Limerick5.C4.0"
