loc,site,treat,rep,day ,lat,long,utm_north,utm_east,moisture,soil_ph,soil_om,ent,pod,sym,neel,orb_a,orb_j,meso_a,meso_j,prostig,astig,ot_mites,c_lav,dip_lar,hymen,pot,prot,symph,arach,chil,coleop,gast,wood,hemip,cater,dip,thy,earth
bo,5,d,2,64,54.15833,-7.004722,6002978.53,630284.5,50.63,5.34,19.09,5,16,12,0,2,7,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
bo,5,d,3,64,54.15833,-7.004722,6002980.03,630284.5,57.42,5.58,20.36,3,0,4,0,0,1,1,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bo,5,d,4,64,54.15833,-7.004722,6002981.53,630286.5,NA,5.76,28.83,1,5,11,0,1,2,7,7,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
co,1,d,1,64,51.76111,-8.460833,5734606.25,537212.68,55.15,5.96,7.6,0,0,1,0,0,0,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co,1,d,2,64,51.76111,-8.460833,5734607.75,537210.68,46.63,5.96,7.5,1,0,0,0,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co,1,d,3,64,51.76111,-8.460833,5734609.25,537210.68,51.38,5.88,7.3,0,0,0,0,0,0,3,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
co,1,d,4,64,51.76111,-8.460833,5734610.75,537212.68,NA,5.78,8.98,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co,2,d,1,64,51.73639,-8.624722,5731786.05,525916.05,40.62,5.99,8.86,6,2,0,0,0,0,2,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co,2,d,2,64,51.73639,-8.624722,5731787.55,525914.05,49.19,5.93,11.95,16,6,2,0,0,0,1,33,0,10,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
co,2,d,3,64,51.73639,-8.624722,5731789.05,525914.05,54.19,5.77,13.92,4,11,1,0,0,0,2,32,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
co,2,d,4,64,51.73639,-8.624722,5731790.55,525916.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
co,3,d,1,64,51.91818,-8.955555,5751938.96,503058.73,NA,5.31,7.17,0,3,0,0,1,0,1,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
co,3,d,2,64,51.91818,-8.955555,5751940.46,503056.73,NA,5.12,8.6,11,5,0,0,79,11,5,7,1,4,7,3,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1
co,3,d,3,64,51.91818,-8.955555,5751941.96,503056.73,39.09,5.17,7.5,2,2,0,0,6,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
co,3,d,4,64,51.91818,-8.955555,5751943.46,503058.73,NA,5.35,7.52,1,11,0,0,21,5,1,4,1,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
co,4,d,1,64,52.03065,-9.079933,5764450.22,494518.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,4,d,2,64,52.03065,-9.079933,5764451.72,494516.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,4,d,3,64,52.03065,-9.079933,5764453.22,494516.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,4,d,4,64,52.03065,-9.079933,5764454.72,494518.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,5,d,1,64,52.12233,-9.050161,5774645.43,496567.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,5,d,2,64,52.12233,-9.050161,5774646.93,496565.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,5,d,3,64,52.12233,-9.050161,5774648.43,496565.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,5,d,4,64,52.12233,-9.050161,5774649.93,496567.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
du,1,d,1,64,53.595,-6.405555,5941592.26,671695.79,48.18,6.15,11.07,21,4,6,0,2,0,8,9,0,15,2,0,0,1,1,0,0,0,0,0,0,0,13,0,0,1,0
du,1,d,2,64,53.595,-6.405555,5941593.76,671693.79,45.42,6.74,10.6,16,6,9,0,0,0,5,5,0,21,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,3,0
du,1,d,3,64,53.595,-6.405555,5941595.26,671693.79,46.92,5.83,9.27,15,1,5,0,4,2,3,5,0,5,11,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0
du,1,d,4,64,53.595,-6.405555,5941596.76,671695.79,NA,6.24,10.96,33,10,0,0,0,1,1,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
du,2,d,1,64,53.56806,-6.416666,5938569.26,671069.43,48.81,5.52,10.14,0,1,0,0,1,0,2,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
du,2,d,2,64,53.56806,-6.416666,5938570.76,671067.43,NA,5.77,9.65,0,0,2,0,1,1,2,1,1,1,3,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,2
du,2,d,3,64,53.56806,-6.416666,5938572.26,671067.43,45.93,5.93,11.09,4,1,2,0,6,1,2,2,0,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
du,2,d,4,64,53.56806,-6.416666,5938573.76,671069.43,NA,5.75,8.06,5,4,6,0,1,0,0,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0
du,3,d,1,64,53.63639,-6.711666,5945500.92,651293.43,47.98,5.71,12.38,1,2,7,0,8,0,2,8,0,3,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
du,3,d,2,64,53.63639,-6.711666,5945502.42,651291.43,50.15,5.79,10.5,1,0,1,0,8,3,3,6,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
du,3,d,3,64,53.63639,-6.711666,5945503.92,651291.43,46.62,5.73,16.37,1,1,6,0,2,1,5,3,0,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2
du,3,d,4,64,53.63639,-6.711666,5945505.42,651293.43,NA,5.76,14.85,0,2,4,0,3,2,5,3,0,5,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
du,4,d,1,64,53.59639,-6.726388,5941020.61,650462.46,57.4,5.8,10.4,2,1,1,0,0,4,2,2,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0
du,4,d,2,64,53.59639,-6.726388,5941022.11,650460.46,58.74,5.63,11.73,2,3,1,0,0,0,1,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
du,4,d,3,64,53.59639,-6.726388,5941023.61,650460.46,47.3,5.88,9.15,0,4,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
du,4,d,4,64,53.59639,-6.726388,5941025.11,650462.46,NA,5.54,10.34,3,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
du,5,d,1,64,53.4675,-6.936666,5926260.06,636964.16,NA,6.3,23.9,0,4,0,0,0,0,1,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
du,5,d,2,64,53.4675,-6.936666,5926261.56,636962.16,NA,6.14,31.87,3,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
du,5,d,3,64,53.4675,-6.936666,5926263.06,636962.16,NA,6.6,15.31,2,5,0,0,0,2,1,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
du,5,d,4,64,53.4675,-6.936666,5926264.56,636964.16,NA,6.88,21.58,7,9,0,0,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
li,1,d,1,64,52.8021,-8.461277,5850392.16,536320.85,54.24,5.72,9.65,0,3,0,0,0,3,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1
li,1,d,2,64,52.8021,-8.461277,5850393.66,536318.85,NA,5.84,7.8,1,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
li,1,d,3,64,52.8021,-8.461277,5850395.16,536318.85,47.37,5.87,9.72,4,4,4,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
li,1,d,4,64,52.8021,-8.461277,5850396.66,536320.85,NA,5.79,11.71,3,1,1,0,1,3,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
li,2,d,1,64,52.57833,-8.188055,5825674.51,555020.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
li,2,d,2,64,52.57833,-8.188055,5825676.01,555018.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
li,2,d,3,64,52.57833,-8.188055,5825677.51,555018.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
li,2,d,4,64,52.57833,-8.188055,5825679.01,555020.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
li,3,d,1,64,52.7503,-8.354259,5844689.56,543587.27,65.46,5.73,9.78,6,6,2,0,0,2,1,5,0,3,11,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,2
li,3,d,2,64,52.7503,-8.354259,5844691.06,543585.27,52.49,5.87,11.58,2,11,3,0,0,0,1,2,0,2,6,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1
li,3,d,3,64,52.7503,-8.354259,5844692.56,543585.27,69.57,5.85,11.51,4,1,0,0,0,2,2,2,0,0,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
li,3,d,4,64,52.7503,-8.354259,5844694.06,543587.27,NA,5.84,10.36,1,2,2,0,0,2,1,2,0,0,61,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
li,4,d,1,64,52.71528,-7.918055,5841147.6,573087.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
li,4,d,2,64,52.71528,-7.918055,5841149.1,573085.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
li,4,d,3,64,52.71528,-7.918055,5841150.6,573085.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
li,4,d,4,64,52.71528,-7.918055,5841152.1,573087.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
li,5,d,1,64,52.83305,-8.235725,5853972.64,551490,48.54,5.4,10.8,0,6,3,0,0,0,1,7,0,3,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
li,5,d,2,64,52.83305,-8.235725,5853974.14,551488,50.34,5.74,7.68,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
li,5,d,3,64,52.83305,-8.235725,5853975.64,551488,43.65,5.87,8.51,2,10,2,0,0,0,4,0,1,5,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
li,5,d,4,64,52.83305,-8.235725,5853977.14,551490,NA,6.14,8.73,2,1,0,0,0,0,4,16,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
