"Region","Farm","treatment","CODE","timestep","day","site_ID","DRY.WEIGHT.NON.RM","control_mean","metric","plot_meanC_ratio","acc_rain"
"Border","1","Drought","D1","0",0,"Border1",7.765,11.02,"DRY WEIGHT NON RM",0.704627949183303,0
"Border","1","Drought","D2","0",0,"Border1",4.335,11.02,"DRY WEIGHT NON RM",0.393375680580762,0
"Border","1","Drought","D3","0",0,"Border1",9.525,11.02,"DRY WEIGHT NON RM",0.864337568058076,0
"Border","1","Drought","D4","0",0,"Border1",1.995,11.02,"DRY WEIGHT NON RM",0.181034482758621,0
"Border","1","Control","C1","0",0,"Border1",10.465,11.02,"DRY WEIGHT NON RM",0.949637023593466,185.780075549534
"Border","1","Control","C2","0",0,"Border1",13.805,11.02,"DRY WEIGHT NON RM",1.252722323049,185.780075549534
"Border","1","Control","C3","0",0,"Border1",9.605,11.02,"DRY WEIGHT NON RM",0.871597096188748,185.780075549534
"Border","1","Control","C4","0",0,"Border1",10.205,11.02,"DRY WEIGHT NON RM",0.926043557168784,185.780075549534
"Border","2","Drought","D1","0",0,"Border2",9.995,7.9675,"DRY WEIGHT NON RM",1.25447128961406,0
"Border","2","Drought","D2","0",0,"Border2",5.955,7.9675,"DRY WEIGHT NON RM",0.747411358644493,0
"Border","2","Drought","D3","0",0,"Border2",7.615,7.9675,"DRY WEIGHT NON RM",0.955757765924066,0
"Border","2","Drought","D4","0",0,"Border2",8.495,7.9675,"DRY WEIGHT NON RM",1.06620646375902,0
"Border","2","Control","C1","0",0,"Border2",6.695,7.9675,"DRY WEIGHT NON RM",0.840288672732978,188.335896968578
"Border","2","Control","C2","0",0,"Border2",8.725,7.9675,"DRY WEIGHT NON RM",1.09507373705679,188.335896968578
"Border","2","Control","C3","0",0,"Border2",6.075,7.9675,"DRY WEIGHT NON RM",0.762472544712896,188.335896968578
"Border","2","Control","C4","0",0,"Border2",10.375,7.9675,"DRY WEIGHT NON RM",1.30216504549733,188.335896968578
"Border","3","Drought","D1","0",0,"Border3",7.135,6.5875,"DRY WEIGHT NON RM",1.0831119544592,0
"Border","3","Drought","D2","0",0,"Border3",5.475,6.5875,"DRY WEIGHT NON RM",0.83111954459203,0
"Border","3","Drought","D3","0",0,"Border3",4.335,6.5875,"DRY WEIGHT NON RM",0.658064516129032,0
"Border","3","Drought","D4","0",0,"Border3",5.625,6.5875,"DRY WEIGHT NON RM",0.853889943074004,0
"Border","3","Control","C1","0",0,"Border3",7.675,6.5875,"DRY WEIGHT NON RM",1.16508538899431,199.039627553407
"Border","3","Control","C2","0",0,"Border3",5.515,6.5875,"DRY WEIGHT NON RM",0.83719165085389,199.039627553407
"Border","3","Control","C3","0",0,"Border3",5.805,6.5875,"DRY WEIGHT NON RM",0.881214421252372,199.039627553407
"Border","3","Control","C4","0",0,"Border3",7.355,6.5875,"DRY WEIGHT NON RM",1.11650853889943,199.039627553407
"Border","4","Drought","D1","0",0,"Border4",6.195,8.5725,"DRY WEIGHT NON RM",0.722659667541557,0
"Border","4","Drought","D2","0",0,"Border4",5.555,8.5725,"DRY WEIGHT NON RM",0.648002333041703,0
"Border","4","Drought","D3","0",0,"Border4",5.795,8.5725,"DRY WEIGHT NON RM",0.675998833479148,0
"Border","4","Drought","D4","0",0,"Border4",5.615,8.5725,"DRY WEIGHT NON RM",0.655001458151064,0
"Border","4","Control","C1","0",0,"Border4",11.695,8.5725,"DRY WEIGHT NON RM",1.36424613589968,216.97160530095
"Border","4","Control","C2","0",0,"Border4",7.175,8.5725,"DRY WEIGHT NON RM",0.836978710994459,216.97160530095
"Border","4","Control","C3","0",0,"Border4",7.815,8.5725,"DRY WEIGHT NON RM",0.911636045494313,216.97160530095
"Border","4","Control","C4","0",0,"Border4",7.605,8.5725,"DRY WEIGHT NON RM",0.887139107611549,216.97160530095
"Border","5","Drought","D1","0",0,"Border5",2.245,9.8925,"DRY WEIGHT NON RM",0.226939600707607,0
"Border","5","Drought","D2","0",0,"Border5",6.225,9.8925,"DRY WEIGHT NON RM",0.629264594389689,0
"Border","5","Drought","D3","0",0,"Border5",3.905,9.8925,"DRY WEIGHT NON RM",0.394743492544857,0
"Border","5","Drought","D4","0",0,"Border5",4.785,9.8925,"DRY WEIGHT NON RM",0.483699772554966,0
"Border","5","Control","C1","0",0,"Border5",10.265,9.8925,"DRY WEIGHT NON RM",1.03765478898155,195.046963216353
"Border","5","Control","C2","0",0,"Border5",10.745,9.8925,"DRY WEIGHT NON RM",1.08617639625979,195.046963216353
"Border","5","Control","C3","0",0,"Border5",10.005,9.8925,"DRY WEIGHT NON RM",1.01137225170584,195.046963216353
"Border","5","Control","C4","0",0,"Border5",8.555,9.8925,"DRY WEIGHT NON RM",0.864796563052818,195.046963216353
"Dublin","1","Drought","D1","0",0,"Dublin1",5.125,13.24,"DRY WEIGHT NON RM",0.387084592145015,0
"Dublin","1","Drought","D2","0",0,"Dublin1",5.355,13.24,"DRY WEIGHT NON RM",0.404456193353474,0
"Dublin","1","Drought","D3","0",0,"Dublin1",9.485,13.24,"DRY WEIGHT NON RM",0.716389728096677,0
"Dublin","1","Drought","D4","0",0,"Dublin1",3.355,13.24,"DRY WEIGHT NON RM",0.253398791540785,0
"Dublin","1","Control","C1","0",0,"Dublin1",8.675,13.24,"DRY WEIGHT NON RM",0.655211480362538,177.287943840308
"Dublin","1","Control","C2","0",0,"Dublin1",19.405,13.24,"DRY WEIGHT NON RM",1.46563444108761,177.287943840308
"Dublin","1","Control","C3","0",0,"Dublin1",14.245,13.24,"DRY WEIGHT NON RM",1.07590634441088,177.287943840308
"Dublin","1","Control","C4","0",0,"Dublin1",10.635,13.24,"DRY WEIGHT NON RM",0.803247734138973,177.287943840308
"Dublin","2","Drought","D1","0",0,"Dublin2",8.445,9.5725,"DRY WEIGHT NON RM",0.882214677461478,0
"Dublin","2","Drought","D2","0",0,"Dublin2",5.405,9.5725,"DRY WEIGHT NON RM",0.564638286758945,0
"Dublin","2","Drought","D3","0",0,"Dublin2",4.545,9.5725,"DRY WEIGHT NON RM",0.474797597283886,0
"Dublin","2","Drought","D4","0",0,"Dublin2",7.205,9.5725,"DRY WEIGHT NON RM",0.752676939148603,0
"Dublin","2","Control","C1","0",0,"Dublin2",7.795,9.5725,"DRY WEIGHT NON RM",0.814311830765213,224.530735493088
"Dublin","2","Control","C2","0",0,"Dublin2",9.375,9.5725,"DRY WEIGHT NON RM",0.979367981196135,224.530735493088
"Dublin","2","Control","C3","0",0,"Dublin2",10.985,9.5725,"DRY WEIGHT NON RM",1.14755810916688,224.530735493088
"Dublin","2","Control","C4","0",0,"Dublin2",10.135,9.5725,"DRY WEIGHT NON RM",1.05876207887177,224.530735493088
"Dublin","3","Drought","D1","0",0,"Dublin3",9.705,13.0275,"DRY WEIGHT NON RM",0.74496257915947,0
"Dublin","3","Drought","D2","0",0,"Dublin3",7.355,13.0275,"DRY WEIGHT NON RM",0.564574937631932,0
"Dublin","3","Drought","D3","0",0,"Dublin3",5.995,13.0275,"DRY WEIGHT NON RM",0.460180387641528,0
"Dublin","3","Drought","D4","0",0,"Dublin3",6.605,13.0275,"DRY WEIGHT NON RM",0.507004413740165,0
"Dublin","3","Control","C1","0",0,"Dublin3",12.905,13.0275,"DRY WEIGHT NON RM",0.990596814431011,222.173375607019
"Dublin","3","Control","C2","0",0,"Dublin3",13.365,13.0275,"DRY WEIGHT NON RM",1.0259067357513,222.173375607019
"Dublin","3","Control","C3","0",0,"Dublin3",11.515,13.0275,"DRY WEIGHT NON RM",0.883899443484936,222.173375607019
"Dublin","3","Control","C4","0",0,"Dublin3",14.325,13.0275,"DRY WEIGHT NON RM",1.09959700633276,222.173375607019
"Dublin","4","Drought","D1","0",0,"Dublin4",5.694,10.15175,"DRY WEIGHT NON RM",0.560888516758194,0
"Dublin","4","Drought","D2","0",0,"Dublin4",5.12,10.15175,"DRY WEIGHT NON RM",0.504346541236733,0
"Dublin","4","Drought","D3","0",0,"Dublin4",2.971,10.15175,"DRY WEIGHT NON RM",0.292658901174674,0
"Dublin","4","Drought","D4","0",0,"Dublin4",4.166,10.15175,"DRY WEIGHT NON RM",0.410372595857857,0
"Dublin","4","Control","C1","0",0,"Dublin4",9.086,10.15175,"DRY WEIGHT NON RM",0.89501810032753,225.163606643712
"Dublin","4","Control","C2","0",0,"Dublin4",9.643,10.15175,"DRY WEIGHT NON RM",0.949885487723792,225.163606643712
"Dublin","4","Control","C3","0",0,"Dublin4",8.824,10.15175,"DRY WEIGHT NON RM",0.869209742162681,225.163606643712
"Dublin","4","Control","C4","0",0,"Dublin4",13.054,10.15175,"DRY WEIGHT NON RM",1.285886669786,225.163606643712
"Dublin","5","Drought","D1","0",0,"Dublin5",5.113,6.599,"DRY WEIGHT NON RM",0.774814365813002,0
"Dublin","5","Drought","D2","0",0,"Dublin5",2.591,6.599,"DRY WEIGHT NON RM",0.392635247764813,0
"Dublin","5","Drought","D3","0",0,"Dublin5",5.025,6.599,"DRY WEIGHT NON RM",0.761479011971511,0
"Dublin","5","Drought","D4","0",0,"Dublin5",9.239,6.599,"DRY WEIGHT NON RM",1.40006061524473,0
"Dublin","5","Control","C1","0",0,"Dublin5",11.98,6.599,"DRY WEIGHT NON RM",1.81542657978482,223.097031593336
"Dublin","5","Control","C2","0",0,"Dublin5",5.461,6.599,"DRY WEIGHT NON RM",0.827549628731626,223.097031593336
"Dublin","5","Control","C3","0",0,"Dublin5",6.535,6.599,"DRY WEIGHT NON RM",0.990301560842552,223.097031593336
"Dublin","5","Control","C4","0",0,"Dublin5",2.42,6.599,"DRY WEIGHT NON RM",0.366722230641006,223.097031593336
"Limerick","1","Drought","D1","0",0,"Limerick1",3.945,14.9675,"DRY WEIGHT NON RM",0.263571070653082,0
"Limerick","1","Drought","D2","0",0,"Limerick1",4.805,14.9675,"DRY WEIGHT NON RM",0.321028895941206,0
"Limerick","1","Drought","D3","0",0,"Limerick1",1.675,14.9675,"DRY WEIGHT NON RM",0.111909136462335,0
"Limerick","1","Drought","D4","0",0,"Limerick1",4.785,14.9675,"DRY WEIGHT NON RM",0.319692667446133,0
"Limerick","1","Control","C1","0",0,"Limerick1",15.215,14.9675,"DRY WEIGHT NON RM",1.01653582762652,250.567164420965
"Limerick","1","Control","C2","0",0,"Limerick1",17.175,14.9675,"DRY WEIGHT NON RM",1.14748622014364,250.567164420965
"Limerick","1","Control","C3","0",0,"Limerick1",15.205,14.9675,"DRY WEIGHT NON RM",1.01586771337899,250.567164420965
"Limerick","1","Control","C4","0",0,"Limerick1",12.275,14.9675,"DRY WEIGHT NON RM",0.820110238850843,250.567164420965
"Limerick","2","Drought","D1","0",0,"Limerick2",13.735,21.465,"DRY WEIGHT NON RM",0.639878872583275,0
"Limerick","2","Drought","D2","0",0,"Limerick2",10.605,21.465,"DRY WEIGHT NON RM",0.494060097833683,0
"Limerick","2","Drought","D3","0",0,"Limerick2",7.165,21.465,"DRY WEIGHT NON RM",0.333799208013044,0
"Limerick","2","Drought","D4","0",0,"Limerick2",9.345,21.465,"DRY WEIGHT NON RM",0.435359888190077,0
"Limerick","2","Control","C1","0",0,"Limerick2",24.525,21.465,"DRY WEIGHT NON RM",1.14255765199161,208.654193879772
"Limerick","2","Control","C2","0",0,"Limerick2",18.765,21.465,"DRY WEIGHT NON RM",0.874213836477987,208.654193879772
"Limerick","2","Control","C3","0",0,"Limerick2",22.345,21.465,"DRY WEIGHT NON RM",1.04099697181458,208.654193879772
"Limerick","2","Control","C4","0",0,"Limerick2",20.225,21.465,"DRY WEIGHT NON RM",0.942231539715817,208.654193879772
"Limerick","3","Drought","D1","0",0,"Limerick3",7.115,14.0425,"DRY WEIGHT NON RM",0.506676161652127,0
"Limerick","3","Drought","D2","0",0,"Limerick3",12.225,14.0425,"DRY WEIGHT NON RM",0.870571479437422,0
"Limerick","3","Drought","D3","0",0,"Limerick3",10.535,14.0425,"DRY WEIGHT NON RM",0.750222538721738,0
"Limerick","3","Drought","D4","0",0,"Limerick3",10.135,14.0425,"DRY WEIGHT NON RM",0.721737582339327,0
"Limerick","3","Control","C1","0",0,"Limerick3",14.795,14.0425,"DRY WEIGHT NON RM",1.05358732419441,217.370493412843
"Limerick","3","Control","C2","0",0,"Limerick3",15.895,14.0425,"DRY WEIGHT NON RM",1.13192095424604,217.370493412843
"Limerick","3","Control","C3","0",0,"Limerick3",11.235,14.0425,"DRY WEIGHT NON RM",0.800071212390956,217.370493412843
"Limerick","3","Control","C4","0",0,"Limerick3",14.245,14.0425,"DRY WEIGHT NON RM",1.0144205091686,217.370493412843
"Limerick","4","Drought","D1","0",0,"Limerick4",17.735,12.075,"DRY WEIGHT NON RM",1.46873706004141,0
"Limerick","4","Drought","D2","0",0,"Limerick4",14.295,12.075,"DRY WEIGHT NON RM",1.18385093167702,0
"Limerick","4","Drought","D3","0",0,"Limerick4",11.145,12.075,"DRY WEIGHT NON RM",0.922981366459627,0
"Limerick","4","Drought","D4","0",0,"Limerick4",11.765,12.075,"DRY WEIGHT NON RM",0.974327122153209,0
"Limerick","4","Control","C1","0",0,"Limerick4",12.095,12.075,"DRY WEIGHT NON RM",1.00165631469979,140.165778636836
"Limerick","4","Control","C2","0",0,"Limerick4",11.225,12.075,"DRY WEIGHT NON RM",0.929606625258799,140.165778636836
"Limerick","4","Control","C3","0",0,"Limerick4",13.175,12.075,"DRY WEIGHT NON RM",1.09109730848861,140.165778636836
"Limerick","4","Control","C4","0",0,"Limerick4",11.805,12.075,"DRY WEIGHT NON RM",0.977639751552795,140.165778636836
"Limerick","5","Drought","D1","0",0,"Limerick5",14.545,16.6175,"DRY WEIGHT NON RM",0.87528208214232,0
"Limerick","5","Drought","D2","0",0,"Limerick5",6.505,16.6175,"DRY WEIGHT NON RM",0.391454791635324,0
"Limerick","5","Drought","D3","0",0,"Limerick5",12.465,16.6175,"DRY WEIGHT NON RM",0.750112832856928,0
"Limerick","5","Drought","D4","0",0,"Limerick5",5.755,16.6175,"DRY WEIGHT NON RM",0.346321648864149,0
"Limerick","5","Control","C1","0",0,"Limerick5",15.585,16.6175,"DRY WEIGHT NON RM",0.937866706785016,225.850073337518
"Limerick","5","Control","C2","0",0,"Limerick5",15.855,16.6175,"DRY WEIGHT NON RM",0.954114638182639,225.850073337518
"Limerick","5","Control","C3","0",0,"Limerick5",14.265,16.6175,"DRY WEIGHT NON RM",0.858432375507748,225.850073337518
"Limerick","5","Control","C4","0",0,"Limerick5",20.765,16.6175,"DRY WEIGHT NON RM",1.2495862795246,225.850073337518
"Cork","1","Drought","D1","0",0,"Cork1",9.845,11.5725,"DRY WEIGHT NON RM",0.850723698422986,0
"Cork","1","Drought","D2","0",0,"Cork1",4.195,11.5725,"DRY WEIGHT NON RM",0.36249729963275,0
"Cork","1","Drought","D3","0",0,"Cork1",7.635,11.5725,"DRY WEIGHT NON RM",0.659753726506805,0
"Cork","1","Drought","D4","0",0,"Cork1",4.065,11.5725,"DRY WEIGHT NON RM",0.351263771872975,0
"Cork","1","Control","C1","0",0,"Cork1",8.675,11.5725,"DRY WEIGHT NON RM",0.749621948585008,216.154336452734
"Cork","1","Control","C2","0",0,"Cork1",13.635,11.5725,"DRY WEIGHT NON RM",1.17822423849644,216.154336452734
"Cork","1","Control","C3","0",0,"Cork1",9.495,11.5725,"DRY WEIGHT NON RM",0.82047958522359,216.154336452734
"Cork","1","Control","C4","0",0,"Cork1",14.485,11.5725,"DRY WEIGHT NON RM",1.25167422769497,216.154336452734
"Cork","2","Drought","D1","0",0,"Cork2",8.655,12.48,"DRY WEIGHT NON RM",0.693509615384615,0
"Cork","2","Drought","D2","0",0,"Cork2",9.345,12.48,"DRY WEIGHT NON RM",0.748798076923077,0
"Cork","2","Drought","D3","0",0,"Cork2",12.755,12.48,"DRY WEIGHT NON RM",1.02203525641026,0
"Cork","2","Drought","D4","0",0,"Cork2",10.345,12.48,"DRY WEIGHT NON RM",0.828926282051282,0
"Cork","2","Control","C1","0",0,"Cork2",10.135,12.48,"DRY WEIGHT NON RM",0.812099358974359,237.951861379492
"Cork","2","Control","C2","0",0,"Cork2",12.835,12.48,"DRY WEIGHT NON RM",1.02844551282051,237.951861379492
"Cork","2","Control","C3","0",0,"Cork2",18.535,12.48,"DRY WEIGHT NON RM",1.48517628205128,237.951861379492
"Cork","2","Control","C4","0",0,"Cork2",8.415,12.48,"DRY WEIGHT NON RM",0.674278846153846,237.951861379492
"Cork","3","Drought","D1","0",0,"Cork3",6.485,8.9225,"DRY WEIGHT NON RM",0.726814233678902,0
"Cork","3","Drought","D2","0",0,"Cork3",9.825,8.9225,"DRY WEIGHT NON RM",1.1011487811712,0
"Cork","3","Drought","D3","0",0,"Cork3",6.035,8.9225,"DRY WEIGHT NON RM",0.676379938358084,0
"Cork","3","Drought","D4","0",0,"Cork3",4.605,8.9225,"DRY WEIGHT NON RM",0.516110955449706,0
"Cork","3","Control","C1","0",0,"Cork3",7.885,8.9225,"DRY WEIGHT NON RM",0.883720930232558,207.805730341574
"Cork","3","Control","C2","0",0,"Cork3",8.775,8.9225,"DRY WEIGHT NON RM",0.983468758755954,207.805730341574
"Cork","3","Control","C3","0",0,"Cork3",7.755,8.9225,"DRY WEIGHT NON RM",0.869151022695433,207.805730341574
"Cork","3","Control","C4","0",0,"Cork3",11.275,8.9225,"DRY WEIGHT NON RM",1.26365928831606,207.805730341574
"Cork","4","Drought","D1","0",0,"Cork4",7.275,12.845,"DRY WEIGHT NON RM",0.566368236667964,0
"Cork","4","Drought","D2","0",0,"Cork4",4.505,12.845,"DRY WEIGHT NON RM",0.350720124562086,0
"Cork","4","Drought","D3","0",0,"Cork4",10.345,12.845,"DRY WEIGHT NON RM",0.805371739976645,0
"Cork","4","Control","C1","0",0,"Cork4",15.305,12.845,"DRY WEIGHT NON RM",1.19151420786298,210.081005096635
"Cork","4","Control","C2","0",0,"Cork4",10.275,12.845,"DRY WEIGHT NON RM",0.799922148695991,210.081005096635
"Cork","4","Control","C3","0",0,"Cork4",13.355,12.845,"DRY WEIGHT NON RM",1.03970416504476,210.081005096635
"Cork","4","Control","C4","0",0,"Cork4",12.445,12.845,"DRY WEIGHT NON RM",0.968859478396263,210.081005096635
"Cork","5","Drought","D1","0",0,"Cork5",10.235,16.315,"DRY WEIGHT NON RM",0.627336806619675,0
"Cork","5","Drought","D2","0",0,"Cork5",13.655,16.315,"DRY WEIGHT NON RM",0.836959852896108,0
"Cork","5","Drought","D3","0",0,"Cork5",14.285,16.315,"DRY WEIGHT NON RM",0.875574624578609,0
"Cork","5","Drought","D4","0",0,"Cork5",15.905,16.315,"DRY WEIGHT NON RM",0.974869751762182,0
"Cork","5","Control","C1","0",0,"Cork5",18.535,16.315,"DRY WEIGHT NON RM",1.13607110021453,203.502231120585
"Cork","5","Control","C2","0",0,"Cork5",12.985,16.315,"DRY WEIGHT NON RM",0.79589334967821,203.502231120585
"Cork","5","Control","C3","0",0,"Cork5",19.685,16.315,"DRY WEIGHT NON RM",1.20655838185719,203.502231120585
"Cork","5","Control","C4","0",0,"Cork5",14.055,16.315,"DRY WEIGHT NON RM",0.861477168250077,203.502231120585
"Border","1","Drought","D1","8",8,"Border1",5.147,15.5745,"DRY WEIGHT NON RM",0.330476098751164,0
"Border","1","Drought","D2","8",8,"Border1",9.424,15.5745,"DRY WEIGHT NON RM",0.605091656232945,0
"Border","1","Drought","D3","8",8,"Border1",13.68,15.5745,"DRY WEIGHT NON RM",0.878358855822017,0
"Border","1","Drought","D4","8",8,"Border1",9.912,15.5745,"DRY WEIGHT NON RM",0.636424925358759,0
"Border","1","Control","C1","8",8,"Border1",14.67,15.5745,"DRY WEIGHT NON RM",0.941924299335452,185.780075549534
"Border","1","Control","C2","8",8,"Border1",9.586,15.5745,"DRY WEIGHT NON RM",0.615493274262416,185.780075549534
"Border","1","Control","C3","8",8,"Border1",21.833,15.5745,"DRY WEIGHT NON RM",1.4018427557867,185.780075549534
"Border","1","Control","C4","8",8,"Border1",16.209,15.5745,"DRY WEIGHT NON RM",1.04073967061543,185.780075549534
"Border","2","Drought","D1","8",8,"Border2",15.561,13.38925,"DRY WEIGHT NON RM",1.16220101947458,0
"Border","2","Drought","D2","8",8,"Border2",8.533,13.38925,"DRY WEIGHT NON RM",0.637302313423082,0
"Border","2","Drought","D3","8",8,"Border2",15.439,13.38925,"DRY WEIGHT NON RM",1.15308923203316,0
"Border","2","Drought","D4","8",8,"Border2",11.221,13.38925,"DRY WEIGHT NON RM",0.838060384263495,0
"Border","2","Control","C1","8",8,"Border2",17.8,13.38925,"DRY WEIGHT NON RM",1.32942472505928,188.335896968578
"Border","2","Control","C2","8",8,"Border2",12.769,13.38925,"DRY WEIGHT NON RM",0.953675523274269,188.335896968578
"Border","2","Control","C3","8",8,"Border2",10.52,13.38925,"DRY WEIGHT NON RM",0.785704949866497,188.335896968578
"Border","2","Control","C4","8",8,"Border2",12.468,13.38925,"DRY WEIGHT NON RM",0.931194801799951,188.335896968578
"Border","3","Drought","D1","8",8,"Border3",6.448,24.33625,"DRY WEIGHT NON RM",0.264954543119832,0
"Border","3","Drought","D2","8",8,"Border3",12.709,24.33625,"DRY WEIGHT NON RM",0.522225075761467,0
"Border","3","Drought","D3","8",8,"Border3",5.435,24.33625,"DRY WEIGHT NON RM",0.223329395449176,0
"Border","3","Drought","D4","8",8,"Border3",9.374,24.33625,"DRY WEIGHT NON RM",0.385186707072782,0
"Border","3","Control","C1","8",8,"Border3",27.769,24.33625,"DRY WEIGHT NON RM",1.14105501052956,199.039627553407
"Border","3","Control","C2","8",8,"Border3",16.248,24.33625,"DRY WEIGHT NON RM",0.667646001335456,199.039627553407
"Border","3","Control","C3","8",8,"Border3",18.788,24.33625,"DRY WEIGHT NON RM",0.772017052750526,199.039627553407
"Border","3","Control","C4","8",8,"Border3",34.54,24.33625,"DRY WEIGHT NON RM",1.41928193538446,199.039627553407
"Border","4","Drought","D1","8",8,"Border4",18.629,23.3555,"DRY WEIGHT NON RM",0.797627967716384,0
"Border","4","Drought","D2","8",8,"Border4",10.808,23.3555,"DRY WEIGHT NON RM",0.462760377641241,0
"Border","4","Drought","D3","8",8,"Border4",11.425,23.3555,"DRY WEIGHT NON RM",0.489178137911841,0
"Border","4","Drought","D4","8",8,"Border4",10.203,23.3555,"DRY WEIGHT NON RM",0.4368564149772,0
"Border","4","Control","C1","8",8,"Border4",15.829,23.3555,"DRY WEIGHT NON RM",0.677741859519171,216.97160530095
"Border","4","Control","C2","8",8,"Border4",27.377,23.3555,"DRY WEIGHT NON RM",1.17218642289825,216.97160530095
"Border","4","Control","C3","8",8,"Border4",29.616,23.3555,"DRY WEIGHT NON RM",1.2680524929888,216.97160530095
"Border","4","Control","C4","8",8,"Border4",20.6,23.3555,"DRY WEIGHT NON RM",0.882019224593779,216.97160530095
"Border","5","Drought","D1","8",8,"Border5",20.765,30.16,"DRY WEIGHT NON RM",0.688494694960212,0
"Border","5","Drought","D2","8",8,"Border5",20.075,30.16,"DRY WEIGHT NON RM",0.665616710875332,0
"Border","5","Drought","D3","8",8,"Border5",15.205,30.16,"DRY WEIGHT NON RM",0.504144562334218,0
"Border","5","Drought","D4","8",8,"Border5",18.735,30.16,"DRY WEIGHT NON RM",0.62118700265252,0
"Border","5","Control","C1","8",8,"Border5",28.555,30.16,"DRY WEIGHT NON RM",0.946783819628647,195.046963216353
"Border","5","Control","C2","8",8,"Border5",35.665,30.16,"DRY WEIGHT NON RM",1.18252652519894,195.046963216353
"Border","5","Control","C3","8",8,"Border5",29.525,30.16,"DRY WEIGHT NON RM",0.978945623342175,195.046963216353
"Border","5","Control","C4","8",8,"Border5",26.895,30.16,"DRY WEIGHT NON RM",0.891744031830239,195.046963216353
"Dublin","1","Drought","D4","8",8,"Dublin1",14.775,19.19,"DRY WEIGHT NON RM",0.769932256383533,0
"Dublin","1","Control","C1","8",8,"Dublin1",16.055,19.19,"DRY WEIGHT NON RM",0.836633663366337,177.287943840308
"Dublin","1","Control","C2","8",8,"Dublin1",27.635,19.19,"DRY WEIGHT NON RM",1.44007295466389,177.287943840308
"Dublin","1","Control","C3","8",8,"Dublin1",10.615,19.19,"DRY WEIGHT NON RM",0.553152683689421,177.287943840308
"Dublin","1","Control","C4","8",8,"Dublin1",22.455,19.19,"DRY WEIGHT NON RM",1.17014069828035,177.287943840308
"Dublin","2","Drought","D1","8",8,"Dublin2",14.705,16.1625,"DRY WEIGHT NON RM",0.909822119102861,0
"Dublin","2","Drought","D2","8",8,"Dublin2",22.705,16.1625,"DRY WEIGHT NON RM",1.40479505027069,0
"Dublin","2","Drought","D3","8",8,"Dublin2",14.695,16.1625,"DRY WEIGHT NON RM",0.909203402938902,0
"Dublin","2","Drought","D4","8",8,"Dublin2",15.185,16.1625,"DRY WEIGHT NON RM",0.939520494972931,0
"Dublin","2","Control","C1","8",8,"Dublin2",15.935,16.1625,"DRY WEIGHT NON RM",0.985924207269915,224.530735493088
"Dublin","2","Control","C2","8",8,"Dublin2",8.135,16.1625,"DRY WEIGHT NON RM",0.503325599381284,224.530735493088
"Dublin","2","Control","C3","8",8,"Dublin2",23.345,16.1625,"DRY WEIGHT NON RM",1.44439288476411,224.530735493088
"Dublin","2","Control","C4","8",8,"Dublin2",17.235,16.1625,"DRY WEIGHT NON RM",1.06635730858469,224.530735493088
"Dublin","3","Drought","D1","8",8,"Dublin3",16.685,38.0125,"DRY WEIGHT NON RM",0.438934560999671,0
"Dublin","3","Drought","D2","8",8,"Dublin3",20.765,38.0125,"DRY WEIGHT NON RM",0.546267675106873,0
"Dublin","3","Drought","D3","8",8,"Dublin3",17.145,38.0125,"DRY WEIGHT NON RM",0.451035843472542,0
"Dublin","3","Drought","D4","8",8,"Dublin3",16.635,38.0125,"DRY WEIGHT NON RM",0.437619204209142,0
"Dublin","3","Control","C1","8",8,"Dublin3",37.205,38.0125,"DRY WEIGHT NON RM",0.97875698783295,222.173375607019
"Dublin","3","Control","C2","8",8,"Dublin3",26.165,38.0125,"DRY WEIGHT NON RM",0.688326208484051,222.173375607019
"Dublin","3","Control","C3","8",8,"Dublin3",49.535,38.0125,"DRY WEIGHT NON RM",1.30312397237751,222.173375607019
"Dublin","3","Control","C4","8",8,"Dublin3",39.145,38.0125,"DRY WEIGHT NON RM",1.02979283130549,222.173375607019
"Dublin","4","Drought","D1","8",8,"Dublin4",11.895,13.5975,"DRY WEIGHT NON RM",0.874793160507446,0
"Dublin","4","Drought","D2","8",8,"Dublin4",6.885,13.5975,"DRY WEIGHT NON RM",0.506343077771649,0
"Dublin","4","Drought","D3","8",8,"Dublin4",11.745,13.5975,"DRY WEIGHT NON RM",0.863761720904578,0
"Dublin","4","Drought","D4","8",8,"Dublin4",9.735,13.5975,"DRY WEIGHT NON RM",0.715940430226145,0
"Dublin","4","Control","C1","8",8,"Dublin4",16.775,13.5975,"DRY WEIGHT NON RM",1.23368266225409,225.163606643712
"Dublin","4","Control","C2","8",8,"Dublin4",13.565,13.5975,"DRY WEIGHT NON RM",0.997609854752712,225.163606643712
"Dublin","4","Control","C3","8",8,"Dublin4",14.355,13.5975,"DRY WEIGHT NON RM",1.05570876999448,225.163606643712
"Dublin","4","Control","C4","8",8,"Dublin4",9.695,13.5975,"DRY WEIGHT NON RM",0.712998712998713,225.163606643712
"Dublin","5","Drought","D1","8",8,"Dublin5",10.315,9.195,"DRY WEIGHT NON RM",1.12180532898314,0
"Dublin","5","Drought","D2","8",8,"Dublin5",4.125,9.195,"DRY WEIGHT NON RM",0.448613376835237,0
"Dublin","5","Drought","D3","8",8,"Dublin5",10.265,9.195,"DRY WEIGHT NON RM",1.11636759108211,0
"Dublin","5","Drought","D4","8",8,"Dublin5",20.365,9.195,"DRY WEIGHT NON RM",2.21479064709081,0
