"date.time","Site","Region","Farm","site_ID","Plot","Moisture","treatment","Day"
2017-10-11 12:00:00,"L2","Limerick",2,"Limerick2","D3",22.6,"D",64
2017-07-28 12:00:00,"L3","Limerick",3,"Limerick3","D1",39.4,"D",0
2017-08-05 12:00:00,"L3","Limerick",3,"Limerick3","D1",46.7,"D",8
2017-08-13 12:00:00,"L3","Limerick",3,"Limerick3","D1",48.3,"D",16
2017-08-29 12:00:00,"L3","Limerick",3,"Limerick3","D1",61.6,"D",32
2017-09-30 12:00:00,"L3","Limerick",3,"Limerick3","D1",65.6,"D",64
2017-07-28 12:00:00,"L3","Limerick",3,"Limerick3","C1",67.6,"C",0
2017-08-05 12:00:00,"L3","Limerick",3,"Limerick3","C1",66,"C",8
2017-08-13 12:00:00,"L3","Limerick",3,"Limerick3","C1",62.3,"C",16
2017-08-29 12:00:00,"L3","Limerick",3,"Limerick3","C1",62.5,"C",32
2017-09-30 12:00:00,"L3","Limerick",3,"Limerick3","C1",73.3,"C",64
2017-07-28 12:00:00,"L3","Limerick",3,"Limerick3","D2",15.1,"D",0
2017-08-05 12:00:00,"L3","Limerick",3,"Limerick3","D2",16.7,"D",8
2017-08-13 12:00:00,"L3","Limerick",3,"Limerick3","D2",20.2,"D",16
2017-08-29 12:00:00,"L3","Limerick",3,"Limerick3","D2",41.4,"D",32
2017-09-30 12:00:00,"L3","Limerick",3,"Limerick3","D2",52.6,"D",64
2017-07-28 12:00:00,"L3","Limerick",3,"Limerick3","C2",59.4,"C",0
2017-08-05 12:00:00,"L3","Limerick",3,"Limerick3","C2",59.3,"C",8
2017-08-13 12:00:00,"L3","Limerick",3,"Limerick3","C2",57.7,"C",16
2017-08-29 12:00:00,"L3","Limerick",3,"Limerick3","C2",64,"C",32
2017-09-30 12:00:00,"L3","Limerick",3,"Limerick3","C2",62.1,"C",64
2017-07-28 12:00:00,"L3","Limerick",3,"Limerick3","C3",66.6,"C",0
2017-08-05 12:00:00,"L3","Limerick",3,"Limerick3","C3",66.3,"C",8
2017-08-13 12:00:00,"L3","Limerick",3,"Limerick3","C3",65.3,"C",16
2017-08-29 12:00:00,"L3","Limerick",3,"Limerick3","C3",67.9,"C",32
2017-09-30 12:00:00,"L3","Limerick",3,"Limerick3","C3",69.9,"C",64
2017-07-28 12:00:00,"L3","Limerick",3,"Limerick3","D3",68.3,"D",0
2017-08-05 12:00:00,"L3","Limerick",3,"Limerick3","D3",66.4,"D",8
2017-08-13 12:00:00,"L3","Limerick",3,"Limerick3","D3",65,"D",16
2017-08-29 12:00:00,"L3","Limerick",3,"Limerick3","D3",67.3,"D",32
2017-09-30 12:00:00,"L3","Limerick",3,"Limerick3","D3",69.9,"D",64
2017-08-08 12:00:00,"L4","Limerick",4,"Limerick4","D1",18.7,"D",0
